egid,gkat,gklas,status,street,zip,city,description,building_type,coordinate_lat,coordinate_lon,area,volume,url
199688,1020,1122,Existing,Franz-Zelgerstrasse 9,6023,Rothenburg,,RESIDENTIAL,2663131.507,1216293.04,191,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199688_0&time=None&lang=de&topic=ech
191557632,1020,1122,Existing,Kapfweg 5,6020,Emmen,Neubau Mehrfamilienhaus,RESIDENTIAL,2663453.431,1215878.441,234,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191557632_0&time=None&lang=de&topic=ech
3082028,1020,1110,Existing,Bachtalen 31b,6020,Emmen,,RESIDENTIAL,2663058.646,1215681.401,59,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=3082028_0&time=None&lang=de&topic=ech
199955,1020,1121,Existing,Eschenbachstrasse 13,6023,Rothenburg,,RESIDENTIAL,2663413.128,1216616.508,117,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199955_0&time=None&lang=de&topic=ech
190902574,1020,1122,Existing,Krauerhusweg 2,6206,Neuenkirch,,RESIDENTIAL,2657840.08,1217285.315,310,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190902574_0&time=None&lang=de&topic=ech
200332,1040,,Existing,Buzibachring 10,6023,Rothenburg,,RESIDENTIAL,2661926.186,1215903.06,931,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200332_0&time=None&lang=de&topic=ech
191679456,1060,1271,Existing,Windblosen 5.1,6206,Neuenkirch,,AGRICULTURAL,2655980.292,1215785.706,2105,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191679456_0&time=None&lang=de&topic=ech
223372,1020,1110,Existing,Windblosenstrasse 6,6206,Neuenkirch,,RESIDENTIAL,2657904.8,1216664.959,142,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223372_0&time=None&lang=de&topic=ech
195089,1020,1110,Existing,Kapfweid 19,6020,Emmen,,RESIDENTIAL,2663609.817,1215592.387,138,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195089_0&time=None&lang=de&topic=ech
223442,1020,1121,Existing,Eggstrasse 21,6206,Neuenkirch,,RESIDENTIAL,2657415.449,1216989.54,137,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223442_0&time=None&lang=de&topic=ech
2384180,1020,1110,Existing,Bachtalen 33,6020,Emmen,,RESIDENTIAL,2663056.995,1215653.632,118,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2384180_0&time=None&lang=de&topic=ech
200374,1020,1121,Existing,Lügisingen 2,6023,Rothenburg,,RESIDENTIAL,2661889.272,1216815.446,138,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200374_0&time=None&lang=de&topic=ech
223684,1030,1122,Existing,Sonnmattstrasse 4,6206,Neuenkirch,,RESIDENTIAL,2659482.522,1216329.312,177,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223684_0&time=None&lang=de&topic=ech
191694617,1020,1122,Existing,Eschenmatte 43,6023,Rothenburg,Mehrfamilienhaus,RESIDENTIAL,2662470.805,1216230.724,198,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191694617_0&time=None&lang=de&topic=ech
90003154,1020,1121,Existing,Hubelrain 12b,6206,Neuenkirch,,RESIDENTIAL,2657447.042,1217334.589,121,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=90003154_0&time=None&lang=de&topic=ech
190530368,1020,1110,Existing,Maiengrüenipark 2,6206,Neuenkirch,,RESIDENTIAL,2657999.882,1217151.142,77,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190530368_0&time=None&lang=de&topic=ech
502292648,1060,1241,Existing,Wahligewald 1.2,6206,Neuenkirch,Antennenanlage,NON_RESIDENTIAL,2659888.487,1216407.871,14,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292648_0&time=None&lang=de&topic=ech
502292647,1060,1274,Existing,Weiherhüsli 10.1,6206,Neuenkirch,Ökonomiegebäude,NON_RESIDENTIAL,2659363.496,1215973.723,44,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292647_0&time=None&lang=de&topic=ech
223840,1020,1110,Existing,Hungerbühl 2,6206,Neuenkirch,Wärterhaus,RESIDENTIAL,2659726.906,1217792.776,50,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223840_0&time=None&lang=de&topic=ech
3035741,1030,1122,Existing,Pfrundmatte 9c,6206,Neuenkirch,,RESIDENTIAL,2658088.782,1216987.659,384,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=3035741_0&time=None&lang=de&topic=ech
199560,1020,1122,Existing,Eichenring 13,6023,Rothenburg,,RESIDENTIAL,2662420.535,1216328.378,197,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199560_0&time=None&lang=de&topic=ech
2384604,1020,1110,Existing,Fläckehof 34,6023,Rothenburg,,RESIDENTIAL,2662815.194,1216099.117,69,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2384604_0&time=None&lang=de&topic=ech
223592,1020,1110,Existing,Hubelrain 6,6206,Neuenkirch,,RESIDENTIAL,2657501.866,1217392.798,85,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223592_0&time=None&lang=de&topic=ech
199770,1020,1110,Existing,Bertholdstrasse 1b,6023,Rothenburg,,RESIDENTIAL,2662417.884,1216703.911,68,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199770_0&time=None&lang=de&topic=ech
190994772,1060,1220,Existing,Stationsstrasse 89,6023,Rothenburg,Gewerbe- und Bürogebäude Frey + Cie,NON_RESIDENTIAL,2661832.478,1215853.608,3700,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190994772_0&time=None&lang=de&topic=ech
190165013,1020,1110,Existing,Sonnmatt 10,6206,Neuenkirch,,RESIDENTIAL,2659263.107,1216513.46,123,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190165013_0&time=None&lang=de&topic=ech
3082721,1020,1110,Existing,Huobenfangstrasse 18a,6023,Rothenburg,,RESIDENTIAL,2662758.985,1216286.529,76,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=3082721_0&time=None&lang=de&topic=ech
2055745,1020,1110,Existing,Eschenmatte 13,6023,Rothenburg,,RESIDENTIAL,2662231.119,1216185.552,93,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2055745_0&time=None&lang=de&topic=ech
195096,1020,1110,Existing,Kapfhalde 7,6020,Emmen,,RESIDENTIAL,2663735.777,1215889.104,134,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195096_0&time=None&lang=de&topic=ech
191019670,1020,1121,Existing,Maiengrüenistrasse 5,6206,Neuenkirch,,RESIDENTIAL,2658009.573,1217239.609,680,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191019670_0&time=None&lang=de&topic=ech
200048,1020,1110,Existing,Lindenfels 9,6023,Rothenburg,,RESIDENTIAL,2663752.152,1216764.435,89,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200048_0&time=None&lang=de&topic=ech
199719,1040,1263,Existing,Schulhausstrasse 6a,6023,Rothenburg,Schulhaus,RESIDENTIAL,2662855.548,1216482.326,139,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199719_0&time=None&lang=de&topic=ech
502292719,1060,1274,Existing,Sonnhalde 5b.1,6206,Neuenkirch,Gartenhaus,NON_RESIDENTIAL,2659258.66,1216562.581,3,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292719_0&time=None&lang=de&topic=ech
191703140,1060,1274,Existing,Neurüti 5.3,6016,Neuenkirch,Gartenhaus,NON_RESIDENTIAL,2656984.949,1215127.899,7,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191703140_0&time=None&lang=de&topic=ech
195216,1030,1122,Existing,Mühlematt 10,6020,Emmen,,RESIDENTIAL,2663260.238,1215725.386,217,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195216_0&time=None&lang=de&topic=ech
195126,1020,1110,Existing,Kapfrain 4,6020,Emmen,,RESIDENTIAL,2663576.775,1215814.984,108,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195126_0&time=None&lang=de&topic=ech
191102572,1020,1122,Existing,Gärtnerweg 4b,6206,Neuenkirch,,RESIDENTIAL,2658058.629,1216631.965,368,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191102572_0&time=None&lang=de&topic=ech
2051520,1020,1121,Existing,Geisselermoos 18,6206,Emmen,,RESIDENTIAL,2660014.666,1215835.2,147,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2051520_0&time=None&lang=de&topic=ech
190238331,1020,1110,Existing,Ober-Kapf 4,6020,Emmen,,RESIDENTIAL,2663373.323,1215593.316,64,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190238331_0&time=None&lang=de&topic=ech
223733,1020,1110,Existing,Weiherhüsli 8,6206,Neuenkirch,,RESIDENTIAL,2659410.97,1215966.203,115,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223733_0&time=None&lang=de&topic=ech
223842,1020,1121,Existing,Grossfeld 1,6206,Neuenkirch,,RESIDENTIAL,2658398.876,1216759.966,172,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223842_0&time=None&lang=de&topic=ech
2055815,1020,1122,Existing,Fläckehof 24,6023,Rothenburg,,RESIDENTIAL,2662969.839,1216096.571,340,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2055815_0&time=None&lang=de&topic=ech
190211499,1020,1110,Existing,Maiengrüenipark 7,6206,Neuenkirch,,RESIDENTIAL,2658046.102,1217133.478,122,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190211499_0&time=None&lang=de&topic=ech
223483,1020,1121,Existing,Kaplaneiweg 4,6206,Neuenkirch,,RESIDENTIAL,2658078.727,1216874.692,175,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223483_0&time=None&lang=de&topic=ech
195169,1030,1121,Existing,Bachtalen 1,6020,Emmen,,RESIDENTIAL,2663316.407,1215879.989,166,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195169_0&time=None&lang=de&topic=ech
502292781,1060,1242,Existing,Rösslimatt 4.1,6206,Neuenkirch,Auto-Unterstand,NON_RESIDENTIAL,2657535.161,1217507.953,88,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292781_0&time=None&lang=de&topic=ech
191905410,1060,1242,In construction,Gimmermee 10e.1,6023,Rothenburg,Veloraum,NON_RESIDENTIAL,2662340.029,1216613.285,11,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191905410_0&time=None&lang=de&topic=ech
191506005,1060,1274,Existing,Luzernstrasse 38.1,6206,Neuenkirch,Garage (nordwest),NON_RESIDENTIAL,2658580.413,1216364.883,25,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191506005_0&time=None&lang=de&topic=ech
502293191,1060,1278,Existing,Neurüti 7.1,6016,Neuenkirch,,AGRICULTURAL,2656884.534,1215074.401,10,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502293191_0&time=None&lang=de&topic=ech
200259,1020,1122,Existing,Rüeckringenstrasse 14,6023,Rothenburg,,RESIDENTIAL,2663526.975,1216469.846,275,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200259_0&time=None&lang=de&topic=ech
502293026,1060,1252,Existing,Holzmatt 2.7,6206,Neuenkirch,,NON_RESIDENTIAL,2656977.745,1216290.321,9,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502293026_0&time=None&lang=de&topic=ech
190934949,1020,1122,Existing,Maiengrüenipark 10,6206,Neuenkirch,,RESIDENTIAL,2658024.463,1217083.398,361,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190934949_0&time=None&lang=de&topic=ech
191993467,1020,1110,Project,Sonneland ,6206,Neuenkirch,Doppeleinfamilienhaus,RESIDENTIAL,2657566.25,1217073.125,,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191993467_0&time=None&lang=de&topic=ech
199665,1020,1122,Existing,Rudolfstrasse 1,6023,Rothenburg,,RESIDENTIAL,2663047.442,1216294.244,172,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199665_0&time=None&lang=de&topic=ech
223749,1020,1121,Existing,Rüeggeringen 2,6206,Neuenkirch,,RESIDENTIAL,2657971.548,1215070.975,120,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223749_0&time=None&lang=de&topic=ech
190347611,1020,1110,Existing,Tannhof 52,6020,Emmen,,RESIDENTIAL,2662472.352,1215260.264,72,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190347611_0&time=None&lang=de&topic=ech
160003183,1020,1122,Existing,Konstanz 1,6023,Rothenburg,,RESIDENTIAL,2663235.744,1216440.69,239,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=160003183_0&time=None&lang=de&topic=ech
199973,1020,1110,Existing,Pilatusring 28,6023,Rothenburg,,RESIDENTIAL,2663410.8,1216680.952,86,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199973_0&time=None&lang=de&topic=ech
195094,1020,1110,Existing,Kapfhalde 5,6020,Emmen,,RESIDENTIAL,2663714.862,1215887.297,122,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195094_0&time=None&lang=de&topic=ech
2384581,1020,1122,Existing,Pilatusring 9,6023,Rothenburg,,RESIDENTIAL,2663322.446,1216716.131,344,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2384581_0&time=None&lang=de&topic=ech
223377,1040,,Existing,Bergstrasse 6,6206,Neuenkirch,Pfarreiheim,RESIDENTIAL,2657924.121,1216822.991,609,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223377_0&time=None&lang=de&topic=ech
191984190,1060,1242,Project,Kaplaneiweg ,6206,Neuenkirch,Garage,NON_RESIDENTIAL,2658066.75,1216860.625,,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191984190_0&time=None&lang=de&topic=ech
195018,1020,1122,Existing,Rothenburgstrasse 41,6020,Emmen,,RESIDENTIAL,2663298.887,1215400.956,133,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195018_0&time=None&lang=de&topic=ech
3082743,1020,1110,Existing,Felsenegg 66,6023,Rothenburg,,RESIDENTIAL,2663550.791,1216775.832,74,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=3082743_0&time=None&lang=de&topic=ech
3035751,1020,1110,Existing,Voramstäg 3,6206,Neuenkirch,,RESIDENTIAL,2658243.652,1216519.168,97,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=3035751_0&time=None&lang=de&topic=ech
2055781,1060,,Existing,Buzibachstrasse 49,6023,Rothenburg,,NON_RESIDENTIAL,2661863.291,1215745.095,343,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2055781_0&time=None&lang=de&topic=ech
502292984,1060,1272,Existing,Kaplaneiweg 4.2,6206,Neuenkirch,Pfarrkirche,NON_RESIDENTIAL,2658067.147,1216841.287,948,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292984_0&time=None&lang=de&topic=ech
502292602,1060,1274,Existing,Windblosenstrasse 6.1,6206,Neuenkirch,Pergola (gedeckt),NON_RESIDENTIAL,2657902.159,1216649.388,17,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292602_0&time=None&lang=de&topic=ech
191556094,1060,1252,Existing,Rüti 1.2,6023,Rothenburg,Spycher,NON_RESIDENTIAL,2663338.182,1217593.189,57,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191556094_0&time=None&lang=de&topic=ech
195054,1020,1122,Existing,Rothenburgstrasse 49,6020,Emmen,,RESIDENTIAL,2663309.228,1215530.921,342,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195054_0&time=None&lang=de&topic=ech
191715512,1060,1274,Existing,Rastenmoos 2.2,6206,Neuenkirch,Gartenhaus,NON_RESIDENTIAL,2659853.0,1217384.0,,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191715512_0&time=None&lang=de&topic=ech
191670597,1060,1252,Existing,Ober-Kapf ,6020,Emmen,,NON_RESIDENTIAL,2663451.81,1215601.947,,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191670597_0&time=None&lang=de&topic=ech
190165011,1020,1110,Existing,Sonnmatt 2,6206,Neuenkirch,,RESIDENTIAL,2659294.15,1216523.275,128,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190165011_0&time=None&lang=de&topic=ech
191905405,1020,1121,In construction,Gimmermee 10c,6023,Rothenburg,Wohnhaus,RESIDENTIAL,2662332.237,1216589.54,132,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191905405_0&time=None&lang=de&topic=ech
195080,1020,1110,Existing,Kapfweid 7,6020,Emmen,,RESIDENTIAL,2663653.286,1215653.758,136,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195080_0&time=None&lang=de&topic=ech
195004,1020,1110,Existing,Waldeggstrasse 26,6020,Emmen,,RESIDENTIAL,2663443.047,1215240.495,82,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195004_0&time=None&lang=de&topic=ech
190253988,1020,1110,Existing,Sonneland 8a,6206,Neuenkirch,,RESIDENTIAL,2657625.244,1216903.903,73,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190253988_0&time=None&lang=de&topic=ech
3035778,1020,1110,Existing,Krauerhusmatte 18,6206,Neuenkirch,,RESIDENTIAL,2657657.958,1217291.452,71,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=3035778_0&time=None&lang=de&topic=ech
190679048,1020,1110,Existing,Rosshalde 4b,6023,Rothenburg,Rosshalde 4b,RESIDENTIAL,2662800.308,1217161.917,113,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190679048_0&time=None&lang=de&topic=ech
191905412,1060,1242,In construction,Gimmermee 12a.1,6023,Rothenburg,Veloraum,NON_RESIDENTIAL,2662311.648,1216589.041,11,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191905412_0&time=None&lang=de&topic=ech
160009919,1020,1110,Existing,Oberhus 23,6023,Rothenburg,,RESIDENTIAL,2663240.1,1216661.989,107,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=160009919_0&time=None&lang=de&topic=ech
502292707,1060,1242,Existing,Sonnmattstrand 14.1,6206,Neuenkirch,Garage und Geräteraum,NON_RESIDENTIAL,2659256.512,1216387.738,20,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292707_0&time=None&lang=de&topic=ech
195180,1020,1110,Existing,Bachtalen 10,6020,Emmen,,RESIDENTIAL,2663174.658,1215724.82,68,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195180_0&time=None&lang=de&topic=ech
2068077,1060,,Existing,Bernhof 2.1,6206,Neuenkirch,,NON_RESIDENTIAL,2659150.241,1215173.524,1767,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2068077_0&time=None&lang=de&topic=ech
199793,1020,1110,Existing,Mauritiusring 3,6023,Rothenburg,,RESIDENTIAL,2662444.093,1216801.604,161,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199793_0&time=None&lang=de&topic=ech
223349,1020,1110,Existing,Alpenblick 2,6206,Neuenkirch,,RESIDENTIAL,2657893.232,1216465.787,112,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223349_0&time=None&lang=de&topic=ech
199659,1020,1110,Existing,Burgstrasse 2,6023,Rothenburg,,RESIDENTIAL,2662972.33,1216288.528,133,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199659_0&time=None&lang=de&topic=ech
191580732,1060,1274,Existing,Höchweid 7.1,6023,Rothenburg,Gerätehaus,NON_RESIDENTIAL,2662908.535,1217338.262,10,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191580732_0&time=None&lang=de&topic=ech
190853549,1020,1122,Existing,Hübelistrasse 8,6020,Emmen,,RESIDENTIAL,2663444.739,1215411.74,442,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190853549_0&time=None&lang=de&topic=ech
2384616,1030,1122,Existing,Buzibachstrasse 44,6023,Rothenburg,,RESIDENTIAL,2661855.166,1215771.365,318,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2384616_0&time=None&lang=de&topic=ech
2055316,1060,,Existing,Rüeckringenstrasse 18,6023,Rothenburg,,NON_RESIDENTIAL,2663668.458,1216517.686,262,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2055316_0&time=None&lang=de&topic=ech
191790612,1060,1271,Existing,Rippertschwand 12.2,6206,Neuenkirch,Spycher mit Anbau,AGRICULTURAL,2659402.235,1216763.325,117,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191790612_0&time=None&lang=de&topic=ech
3082054,1020,1122,Existing,Kapfstrasse 6,6020,Emmen,,RESIDENTIAL,2663468.14,1215753.607,317,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=3082054_0&time=None&lang=de&topic=ech
199911,1020,1110,Existing,Neuguet 4,6023,Rothenburg,,RESIDENTIAL,2663015.666,1217237.697,93,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199911_0&time=None&lang=de&topic=ech
502293085,1060,1278,Existing,Eggstrasse 30.7,6206,Neuenkirch,,AGRICULTURAL,2657372.977,1217241.199,608,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502293085_0&time=None&lang=de&topic=ech
502293031,1060,1276,Existing,Hinterguet 2.3,6206,Neuenkirch,Scheune,AGRICULTURAL,2657446.738,1215710.304,492,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502293031_0&time=None&lang=de&topic=ech
199781,1020,1110,Existing,Bertholdstrasse 13,6023,Rothenburg,,RESIDENTIAL,2662358.969,1216660.31,166,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199781_0&time=None&lang=de&topic=ech
195267,1040,,Existing,Weiherstrasse 20,6020,Emmen,,RESIDENTIAL,2662716.141,1215195.32,365,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195267_0&time=None&lang=de&topic=ech
223467,1020,1121,Existing,Eggboden 10,6206,Neuenkirch,,RESIDENTIAL,2657503.803,1217049.598,82,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223467_0&time=None&lang=de&topic=ech
2385657,1020,1122,Existing,Pfrundmatte 12,6206,Neuenkirch,,RESIDENTIAL,2658106.87,1216912.754,252,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2385657_0&time=None&lang=de&topic=ech
223662,1020,1110,Existing,Sonnmattstrand 5,6206,Neuenkirch,,RESIDENTIAL,2659295.751,1216456.673,110,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223662_0&time=None&lang=de&topic=ech
223437,1020,1110,Existing,Eggstrasse 13,6206,Neuenkirch,,RESIDENTIAL,2657454.075,1216918.819,125,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223437_0&time=None&lang=de&topic=ech
199587,1020,1110,Existing,Eschenstrasse 21,6023,Rothenburg,,RESIDENTIAL,2662365.84,1216353.269,137,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199587_0&time=None&lang=de&topic=ech
191297532,1020,1121,Existing,Geisselermoos 4,6206,Emmen,,RESIDENTIAL,2659911.509,1215697.468,89,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191297532_0&time=None&lang=de&topic=ech
223873,1020,1110,Existing,Rastenmoos 6,6206,Neuenkirch,,RESIDENTIAL,2659980.209,1217361.764,322,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223873_0&time=None&lang=de&topic=ech
226188,1030,1110,Existing,Grueb ,6017,Ruswil,,RESIDENTIAL,2655055.095,1215623.902,250,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=226188_0&time=None&lang=de&topic=ech
90003914,1020,1110,Existing,Krauerhusstrasse 26,6206,Neuenkirch,,RESIDENTIAL,2657584.782,1217280.541,86,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=90003914_0&time=None&lang=de&topic=ech
199804,1020,1110,Existing,Mauritiusring 14,6023,Rothenburg,,RESIDENTIAL,2662389.114,1216825.272,107,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199804_0&time=None&lang=de&topic=ech
199873,1020,1121,Existing,Nelkenstrasse 6,6023,Rothenburg,,RESIDENTIAL,2662935.122,1217291.616,176,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199873_0&time=None&lang=de&topic=ech
200432,1030,1110,Existing,Chüeschwand 1,6023,Rothenburg,,RESIDENTIAL,2663631.873,1217532.51,154,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200432_0&time=None&lang=de&topic=ech
199775,1020,1110,Existing,Bertholdstrasse 7,6023,Rothenburg,,RESIDENTIAL,2662402.026,1216669.612,124,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199775_0&time=None&lang=de&topic=ech
199731,1030,1121,Existing,Flecken 15,6023,Rothenburg,,RESIDENTIAL,2663217.468,1216190.014,416,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199731_0&time=None&lang=de&topic=ech
191669891,1020,1110,Existing,Ober-Kapf 13,6020,Emmen,Neubau Einfamilienhaus,RESIDENTIAL,2663492.098,1215567.558,139,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191669891_0&time=None&lang=de&topic=ech
223427,1020,1122,Existing,Willistattstrasse 4,6206,Neuenkirch,,RESIDENTIAL,2657748.478,1216822.914,291,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223427_0&time=None&lang=de&topic=ech
223481,1040,,Existing,Bergstrasse 4,6206,Neuenkirch,,RESIDENTIAL,2657968.334,1216808.993,250,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223481_0&time=None&lang=de&topic=ech
223680,1020,1121,Existing,Sonnmattgrund 5,6206,Neuenkirch,,RESIDENTIAL,2659373.566,1216388.76,110,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223680_0&time=None&lang=de&topic=ech
191800180,1020,1110,Existing,Bertiswilhöhe 19a,6023,Rothenburg,Wohnhaus,RESIDENTIAL,2662714.324,1217188.119,112,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191800180_0&time=None&lang=de&topic=ech
