egid,gkat,gklas,status,street,zip,city,description,building_type,coordinate_lat,coordinate_lon,area,volume,url
199963,1020,1122,Existing,Pilatusring 31,6023,Rothenburg,,RESIDENTIAL,2663464.045,1216648.924,234,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199963_0&time=None&lang=de&topic=ech
199595,1020,1110,Existing,Eschenstrasse 40,6023,Rothenburg,,RESIDENTIAL,2662306.031,1216219.382,137,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199595_0&time=None&lang=de&topic=ech
2055757,1020,1110,Existing,Schulhausstrasse 5,6023,Rothenburg,,RESIDENTIAL,2663114.298,1216612.66,180,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2055757_0&time=None&lang=de&topic=ech
223409,1020,1121,Existing,Klosterhöflirain 6,6206,Neuenkirch,,RESIDENTIAL,2657525.07,1216766.811,131,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223409_0&time=None&lang=de&topic=ech
223687,1020,1110,Existing,Schürlimatt 1,6206,Neuenkirch,,RESIDENTIAL,2659500.264,1216348.884,103,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223687_0&time=None&lang=de&topic=ech
223503,1020,1121,Existing,Surseestrasse 21,6206,Neuenkirch,,RESIDENTIAL,2657888.274,1217195.728,110,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223503_0&time=None&lang=de&topic=ech
195280,1020,1122,Existing,Ober-Riffig 16,6020,Emmen,,RESIDENTIAL,2662455.357,1215044.307,242,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195280_0&time=None&lang=de&topic=ech
223828,1020,1122,Existing,Sellenboden 5,6206,Neuenkirch,,RESIDENTIAL,2658479.141,1217073.715,216,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223828_0&time=None&lang=de&topic=ech
2055743,1020,1110,Existing,Eschenmatte 15,6023,Rothenburg,,RESIDENTIAL,2662227.769,1216237.346,78,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2055743_0&time=None&lang=de&topic=ech
223407,1020,1110,Existing,Klosterhöflirain 5a,6206,Neuenkirch,,RESIDENTIAL,2657517.601,1216736.716,129,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223407_0&time=None&lang=de&topic=ech
200270,1020,1122,Existing,Bertiswilstrasse 18,6023,Rothenburg,,RESIDENTIAL,2663267.251,1216546.822,200,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200270_0&time=None&lang=de&topic=ech
191355589,1020,1110,Existing,Auf Nällen 21,6206,Neuenkirch,,RESIDENTIAL,2658012.971,1216455.19,70,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191355589_0&time=None&lang=de&topic=ech
195175,1020,1122,Existing,Bachtalen 5,6020,Emmen,,RESIDENTIAL,2663263.237,1215825.708,313,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195175_0&time=None&lang=de&topic=ech
191800193,1020,1110,Existing,Bertiswilhöhe 25a,6023,Rothenburg,Wohnhaus,RESIDENTIAL,2662644.44,1217144.824,113,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191800193_0&time=None&lang=de&topic=ech
195030,1020,1121,Existing,Hohrütistrasse 9,6020,Emmen,,RESIDENTIAL,2663239.08,1215361.89,116,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195030_0&time=None&lang=de&topic=ech
502293102,1060,1274,Existing,Egghalde 7.1,6206,Neuenkirch,,NON_RESIDENTIAL,2657503.126,1216962.126,4,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502293102_0&time=None&lang=de&topic=ech
195259,1020,1122,Existing,Tannhof 1,6020,Emmen,Tannhof A,RESIDENTIAL,2662596.932,1215298.288,445,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195259_0&time=None&lang=de&topic=ech
190246650,1020,1110,Existing,Felsenegg 90,6023,Rothenburg,,RESIDENTIAL,2663545.129,1216743.869,74,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190246650_0&time=None&lang=de&topic=ech
190101783,1060,,Existing,Wahligenstrasse 3,6023,Rothenburg,,NON_RESIDENTIAL,2661072.277,1216338.264,12943,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190101783_0&time=None&lang=de&topic=ech
2055653,1040,,Existing,Bertiswilstrasse 34,6023,Rothenburg,,RESIDENTIAL,2663107.936,1216761.326,590,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2055653_0&time=None&lang=de&topic=ech
191544312,1020,1122,Existing,Grünaurain 1,6206,Neuenkirch,,RESIDENTIAL,2657724.717,1217071.253,373,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191544312_0&time=None&lang=de&topic=ech
200034,1020,1122,Existing,Im Hang 1,6023,Rothenburg,,RESIDENTIAL,2663456.965,1216576.719,251,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200034_0&time=None&lang=de&topic=ech
502293066,1060,1278,Existing,Surseestrasse 42.4,6206,Neuenkirch,Ökonomiegebäude,AGRICULTURAL,2657764.848,1217453.172,156,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502293066_0&time=None&lang=de&topic=ech
502293009,1060,1278,Existing,Hungerbühl 4.4,6206,Neuenkirch,Wagenschuppen,AGRICULTURAL,2659016.527,1217884.172,122,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502293009_0&time=None&lang=de&topic=ech
195133,1020,1110,Existing,Kapfrain 15,6020,Emmen,,RESIDENTIAL,2663584.029,1215779.772,90,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195133_0&time=None&lang=de&topic=ech
195166,1020,1122,Existing,Adligenstrasse 3,6020,Emmen,,RESIDENTIAL,2663596.908,1216091.155,321,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195166_0&time=None&lang=de&topic=ech
191367751,1020,1110,Existing,Eschenmatte 33,6023,Rothenburg,Einfamilienhaus,RESIDENTIAL,2662421.041,1216298.496,152,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191367751_0&time=None&lang=de&topic=ech
191980710,1060,1242,Project,Windblosenstrasse 2.1,6206,Neuenkirch,,NON_RESIDENTIAL,2657875.25,1216699.375,,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191980710_0&time=None&lang=de&topic=ech
199705,1020,1122,Existing,Franz-Zelgerstrasse 8,6023,Rothenburg,,RESIDENTIAL,2663165.228,1216320.059,260,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199705_0&time=None&lang=de&topic=ech
502292899,1060,1274,Existing,Luzernstrasse 6.3,6206,Neuenkirch,Ökonomiegebäude,NON_RESIDENTIAL,2658062.978,1216737.307,22,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292899_0&time=None&lang=de&topic=ech
2067446,1020,1122,Existing,Feldmatt 9,6206,Neuenkirch,,RESIDENTIAL,2657705.912,1217430.811,264,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2067446_0&time=None&lang=de&topic=ech
3035697,1020,1110,Existing,Krauerhusmatte 10,6206,Neuenkirch,,RESIDENTIAL,2657610.918,1217319.082,69,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=3035697_0&time=None&lang=de&topic=ech
160004690,1030,1122,Existing,Bertiswilstrasse 4,6023,Rothenburg,,RESIDENTIAL,2663322.553,1216323.341,306,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=160004690_0&time=None&lang=de&topic=ech
200249,1020,1121,Existing,Rüeckringenstrasse 4,6023,Rothenburg,,RESIDENTIAL,2663355.207,1216430.808,93,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200249_0&time=None&lang=de&topic=ech
199910,1020,1110,Existing,Neuguet 3,6023,Rothenburg,,RESIDENTIAL,2662995.886,1217264.75,95,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199910_0&time=None&lang=de&topic=ech
160003181,1020,1110,Existing,Lindauhalde 5,6023,Rothenburg,,RESIDENTIAL,2662784.747,1217068.652,87,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=160003181_0&time=None&lang=de&topic=ech
502293011,1060,1276,Existing,Hungerbühl 4.2,6206,Neuenkirch,Scheune mit Garagen,AGRICULTURAL,2659061.869,1217877.927,284,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502293011_0&time=None&lang=de&topic=ech
191993483,1020,1121,Project,Sonneland ,6206,Neuenkirch,Einfamilienhaus mit Einliegerwohnung,RESIDENTIAL,2657591.75,1217067.375,,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191993483_0&time=None&lang=de&topic=ech
199568,1020,1110,Existing,Eschenstrasse 2,6023,Rothenburg,,RESIDENTIAL,2662299.845,1216368.579,120,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199568_0&time=None&lang=de&topic=ech
502293059,1060,1278,Existing,Grossfeld 1.5,6206,Neuenkirch,,AGRICULTURAL,2658424.906,1216773.715,10,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502293059_0&time=None&lang=de&topic=ech
200288,1030,1110,Existing,Friedauweg 3,6023,Rothenburg,,RESIDENTIAL,2663332.528,1216411.308,102,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200288_0&time=None&lang=de&topic=ech
190590513,1020,1122,Existing,Bertiswilstrasse 46,6023,Rothenburg,,RESIDENTIAL,2662953.661,1216957.365,1642,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190590513_0&time=None&lang=de&topic=ech
3082025,1020,1122,Existing,Bachtalen 7,6020,Emmen,,RESIDENTIAL,2663230.435,1215808.546,242,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=3082025_0&time=None&lang=de&topic=ech
190243568,1020,1110,Existing,Lindauring 15b,6023,Rothenburg,,RESIDENTIAL,2662880.533,1216784.81,73,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190243568_0&time=None&lang=de&topic=ech
191905398,1060,1242,Existing,Gimmermee 8d.1,6023,Rothenburg,Veloraum,NON_RESIDENTIAL,2662367.409,1216610.559,11,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191905398_0&time=None&lang=de&topic=ech
223596,1020,1121,Existing,Hubelrain 9,6206,Neuenkirch,,RESIDENTIAL,2657461.868,1217369.213,99,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223596_0&time=None&lang=de&topic=ech
191905414,1060,1242,In construction,Gimmermee 12b.1,6023,Rothenburg,Veloraum,NON_RESIDENTIAL,2662311.407,1216593.12,11,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191905414_0&time=None&lang=de&topic=ech
195921,1020,1121,Existing,Geisselermoos 14,6206,Emmen,,RESIDENTIAL,2659983.433,1215821.299,96,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195921_0&time=None&lang=de&topic=ech
191645657,1060,1274,Existing,Riffigweiher 1.3,6020,Emmen,Unterkunftsraum,NON_RESIDENTIAL,2662904.206,1215544.979,144,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191645657_0&time=None&lang=de&topic=ech
502292814,1060,1276,Existing,Rastenmoos 8.3,6206,Neuenkirch,Bienenhaus,AGRICULTURAL,2659975.063,1217139.447,31,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292814_0&time=None&lang=de&topic=ech
2055731,1020,1110,Existing,Fläckehof 30,6023,Rothenburg,,RESIDENTIAL,2662946.318,1216075.125,93,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2055731_0&time=None&lang=de&topic=ech
199974,1020,1110,Existing,Pilatusring 30,6023,Rothenburg,,RESIDENTIAL,2663402.533,1216683.775,87,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199974_0&time=None&lang=de&topic=ech
191581392,1060,1252,Existing,Hasenmoosstrasse 31.1,6023,Rothenburg,WUZ Mitte / Bahnverlad,NON_RESIDENTIAL,2660866.423,1216234.931,11700,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191581392_0&time=None&lang=de&topic=ech
199847,1020,1110,Existing,Höchweid 11,6023,Rothenburg,,RESIDENTIAL,2662893.89,1217374.482,157,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199847_0&time=None&lang=de&topic=ech
199869,1020,1110,Existing,Höchweid 34,6023,Rothenburg,,RESIDENTIAL,2662985.823,1217467.017,100,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199869_0&time=None&lang=de&topic=ech
199842,1020,1110,Existing,Höchweid 8a,6023,Rothenburg,,RESIDENTIAL,2662962.608,1217400.752,111,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199842_0&time=None&lang=de&topic=ech
2055714,1020,1110,Existing,Fläckehof 42,6023,Rothenburg,,RESIDENTIAL,2662842.941,1216071.862,68,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2055714_0&time=None&lang=de&topic=ech
160004672,1020,1121,Existing,Höchweid 9,6023,Rothenburg,,RESIDENTIAL,2662910.426,1217357.89,174,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=160004672_0&time=None&lang=de&topic=ech
2384574,1020,1110,Existing,Neumoosweg 6,6023,Rothenburg,,RESIDENTIAL,2663722.43,1216843.222,75,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2384574_0&time=None&lang=de&topic=ech
502293015,1060,1278,Existing,Hungerbühl 1.3,6206,Neuenkirch,,AGRICULTURAL,2659185.054,1217622.3,17,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502293015_0&time=None&lang=de&topic=ech
191905389,1020,1121,Existing,Gimmermee 6e,6023,Rothenburg,Wohnhaus,RESIDENTIAL,2662380.322,1216620.309,133,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191905389_0&time=None&lang=de&topic=ech
223387,1020,1121,Existing,Klosterhöflirain 15,6206,Neuenkirch,,RESIDENTIAL,2657497.831,1216680.09,146,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223387_0&time=None&lang=de&topic=ech
223673,1020,1110,Existing,Sonnmattstrand 14,6206,Neuenkirch,,RESIDENTIAL,2659260.99,1216398.91,100,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223673_0&time=None&lang=de&topic=ech
199906,1020,1121,Existing,Chärns ,6023,Rothenburg,,RESIDENTIAL,2663113.427,1217232.203,108,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199906_0&time=None&lang=de&topic=ech
2051683,1020,1110,Existing,Lohren 4,6020,Emmen,,RESIDENTIAL,2661059.059,1215033.378,95,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2051683_0&time=None&lang=de&topic=ech
191675152,1060,1271,Existing,Rosenmatt 4.1,6206,Neuenkirch,Scheune,AGRICULTURAL,2657676.262,1215892.387,987,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191675152_0&time=None&lang=de&topic=ech
191728420,1060,1242,Existing,Nellenweg 20.4,6206,Neuenkirch,,NON_RESIDENTIAL,2658134.543,1216298.818,32,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191728420_0&time=None&lang=de&topic=ech
502292625,1060,1274,Existing,Willistatt 13.2,6206,Neuenkirch,Holzhaus,NON_RESIDENTIAL,2655979.919,1217640.665,21,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292625_0&time=None&lang=de&topic=ech
199868,1020,1110,Existing,Höchweid 32,6023,Rothenburg,,RESIDENTIAL,2662976.217,1217461.097,88,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199868_0&time=None&lang=de&topic=ech
191578559,1060,1252,Existing,Eichenstrasse 4b.1,6023,Rothenburg,Gartenhaus,NON_RESIDENTIAL,2662438.491,1216385.153,19,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191578559_0&time=None&lang=de&topic=ech
190032694,1020,1122,Existing,Krauerhusstrasse 10b,6206,Neuenkirch,,RESIDENTIAL,2657748.812,1217252.33,192,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190032694_0&time=None&lang=de&topic=ech
160003186,1020,1122,Existing,Konstanz 4,6023,Rothenburg,,RESIDENTIAL,2663195.792,1216464.151,496,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=160003186_0&time=None&lang=de&topic=ech
502292716,1060,1274,Existing,Sonnhalde 5b.3,6206,Neuenkirch,Trafostation,NON_RESIDENTIAL,2659225.89,1216544.783,4,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292716_0&time=None&lang=de&topic=ech
199703,1030,1121,Existing,Franz-Zelgerstrasse 4,6023,Rothenburg,SÜD,RESIDENTIAL,2663214.0,1216289.0,100,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199703_0&time=None&lang=de&topic=ech
199849,1020,1121,Existing,Höchweid 13,6023,Rothenburg,,RESIDENTIAL,2662868.622,1217366.401,138,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199849_0&time=None&lang=de&topic=ech
191580854,1060,1242,Existing,Unterwahligen 2.2,6023,Rothenburg,Garage,NON_RESIDENTIAL,2661710.5,1216102.63,29,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191580854_0&time=None&lang=de&topic=ech
199727,1040,,Existing,Flecken 7,6023,Rothenburg,,RESIDENTIAL,2663235.074,1216104.841,115,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199727_0&time=None&lang=de&topic=ech
223340,1020,1121,Existing,Alpenblick 13,6206,Neuenkirch,,RESIDENTIAL,2657811.186,1216452.844,179,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223340_0&time=None&lang=de&topic=ech
199620,1020,1110,Existing,Hermolingenhalde 7,6023,Rothenburg,,RESIDENTIAL,2662714.938,1216366.428,163,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199620_0&time=None&lang=de&topic=ech
199907,1020,1110,Existing,Neugüetlistrasse 4,6023,Rothenburg,,RESIDENTIAL,2663088.342,1217201.483,179,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199907_0&time=None&lang=de&topic=ech
200324,1030,1121,Existing,Buzibachstrasse 37,6023,Rothenburg,,RESIDENTIAL,2662055.208,1215846.077,404,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200324_0&time=None&lang=de&topic=ech
160009909,1020,1122,Existing,Lindauring 2,6023,Rothenburg,,RESIDENTIAL,2662945.226,1216897.729,473,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=160009909_0&time=None&lang=de&topic=ech
502292667,1060,1220,Existing,Surseestrasse 60.1,6206,Neuenkirch,Bürogebäude,NON_RESIDENTIAL,2657519.094,1217701.217,51,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292667_0&time=None&lang=de&topic=ech
2055805,1060,,Existing,Schulhausstrasse 4,6023,Rothenburg,,NON_RESIDENTIAL,2662949.068,1216561.253,1034,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2055805_0&time=None&lang=de&topic=ech
191645261,1060,1274,Existing,Waldeggstrasse 46.4,6020,Emmen,Velo-Einstellhalle,NON_RESIDENTIAL,2663502.503,1215295.216,116,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191645261_0&time=None&lang=de&topic=ech
191390173,1020,1122,Existing,Feldheim 38,6023,Rothenburg,Mehrfamilienhaus,RESIDENTIAL,2663399.335,1216918.175,421,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191390173_0&time=None&lang=de&topic=ech
200431,1020,1122,Existing,Chüeschwand 2,6023,Rothenburg,,RESIDENTIAL,2663475.88,1217689.919,159,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200431_0&time=None&lang=de&topic=ech
502292945,1060,1252,Existing,Kuhrüti 6.6,6206,Neuenkirch,Futtersilo,NON_RESIDENTIAL,2655640.958,1217481.266,9,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292945_0&time=None&lang=de&topic=ech
191275210,1060,1252,Existing,Sonnmatthof 6,6023,Rothenburg,Regionallager,NON_RESIDENTIAL,2660881.011,1215828.475,5131,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191275210_0&time=None&lang=de&topic=ech
502293017,1060,1242,Existing,Hungerbühl 1.1,6206,Neuenkirch,,NON_RESIDENTIAL,2659125.377,1217619.346,160,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502293017_0&time=None&lang=de&topic=ech
502292703,1060,1274,Existing,Sonnmattstrand 6a.1,6206,Neuenkirch,Gartenhaus,NON_RESIDENTIAL,2659265.022,1216482.752,5,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292703_0&time=None&lang=de&topic=ech
200312,1030,1110,Existing,Hasenmoosstrasse 53,6023,Rothenburg,,RESIDENTIAL,2660681.083,1217176.895,316,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200312_0&time=None&lang=de&topic=ech
190216787,1020,1110,Existing,Ober-Kapf 6a,6020,Emmen,,RESIDENTIAL,2663373.934,1215565.7,62,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190216787_0&time=None&lang=de&topic=ech
191993543,1060,1252,Existing,Holzmatt ,6206,Neuenkirch,Holzmatt 2.9,NON_RESIDENTIAL,2656971.25,1216288.125,,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191993543_0&time=None&lang=de&topic=ech
199602,1020,1110,Existing,Eichenstrasse 5,6023,Rothenburg,,RESIDENTIAL,2662491.855,1216388.511,146,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199602_0&time=None&lang=de&topic=ech
200021,1020,1121,Existing,Eschenbachstrasse 8,6023,Rothenburg,,RESIDENTIAL,2663414.624,1216582.197,113,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200021_0&time=None&lang=de&topic=ech
3082759,1020,1110,Existing,Rosshalde 10,6023,Rothenburg,,RESIDENTIAL,2662842.766,1217192.69,87,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=3082759_0&time=None&lang=de&topic=ech
2055742,1020,1110,Existing,Eschenmatte 16,6023,Rothenburg,,RESIDENTIAL,2662230.19,1216251.938,79,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2055742_0&time=None&lang=de&topic=ech
190590148,1020,1110,Existing,Fläckepark 11,6023,Rothenburg,,RESIDENTIAL,2662808.49,1216174.762,110,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190590148_0&time=None&lang=de&topic=ech
502292907,1060,1242,Existing,Luzernstrasse 35.1,6206,Neuenkirch,Auto- und Velo-Unterstand,NON_RESIDENTIAL,2658593.068,1216395.126,48,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292907_0&time=None&lang=de&topic=ech
195041,1040,1211,Existing,Rothenburgstrasse 45,6020,Emmen,,RESIDENTIAL,2663300.173,1215457.488,295,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195041_0&time=None&lang=de&topic=ech
200236,1020,1110,Existing,Friedaustrasse 1,6023,Rothenburg,,RESIDENTIAL,2663428.365,1216394.526,93,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200236_0&time=None&lang=de&topic=ech
194993,1020,1110,Existing,Waldeggstrasse 24,6020,Emmen,,RESIDENTIAL,2663428.421,1215229.753,82,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=194993_0&time=None&lang=de&topic=ech
191905395,1020,1121,Existing,Gimmermee 8c,6023,Rothenburg,Wohnhaus,RESIDENTIAL,2662361.757,1216592.377,132,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191905395_0&time=None&lang=de&topic=ech
190638912,1060,1251,Existing,Stationsstrasse 88,6023,Rothenburg,Bushalle,NON_RESIDENTIAL,2661684.99,1215916.553,4459,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190638912_0&time=None&lang=de&topic=ech
195019,1020,1122,Existing,Rothenburgstrasse 42,6020,Emmen,,RESIDENTIAL,2663335.477,1215426.353,202,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195019_0&time=None&lang=de&topic=ech
200379,1030,1110,Existing,Unterbürlimoos 1,6023,Rothenburg,,RESIDENTIAL,2660508.246,1217710.07,294,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200379_0&time=None&lang=de&topic=ech
199927,1030,1121,Existing,Bertiswilstrasse 28,6023,Rothenburg,,RESIDENTIAL,2663148.94,1216689.952,146,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199927_0&time=None&lang=de&topic=ech
3035701,1020,1110,Existing,Krauerhusmatte 3,6206,Neuenkirch,,RESIDENTIAL,2657589.719,1217340.27,67,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=3035701_0&time=None&lang=de&topic=ech
2067498,1020,1110,Existing,Schönegghöhe 8,6206,Neuenkirch,,RESIDENTIAL,2657739.971,1216670.5,189,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2067498_0&time=None&lang=de&topic=ech
502292915,1060,1242,Existing,Luzernstrasse 1.2,6206,Neuenkirch,Garage,NON_RESIDENTIAL,2658096.703,1216799.059,20,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292915_0&time=None&lang=de&topic=ech
502292990,1060,1276,Existing,Hübeli 3.1,6206,Neuenkirch,Bienenhaus,AGRICULTURAL,2656691.977,1215440.695,14,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292990_0&time=None&lang=de&topic=ech
502292684,1060,1274,Existing,Stägmättli 4.2,6206,Neuenkirch,Unterstand,NON_RESIDENTIAL,2658181.5,1216568.455,4,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292684_0&time=None&lang=de&topic=ech
199968,1020,1110,Existing,Pilatusring 18,6023,Rothenburg,,RESIDENTIAL,2663400.011,1216728.322,119,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199968_0&time=None&lang=de&topic=ech
502292605,1060,1276,Existing,Windblosen 6.2,6206,Neuenkirch,Schweinescheune,AGRICULTURAL,2656023.03,1215765.868,729,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292605_0&time=None&lang=de&topic=ech
199680,1020,1110,Existing,Stationsstrasse 20,6023,Rothenburg,,RESIDENTIAL,2662940.846,1216293.694,213,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199680_0&time=None&lang=de&topic=ech
223770,1030,1121,Existing,Hübeli 3,6206,Neuenkirch,,RESIDENTIAL,2656707.143,1215419.832,323,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223770_0&time=None&lang=de&topic=ech
